https://syrianarchive.org/database/4895,ALEPPO : Anadan,None,None,07/09/2016,Other,None,Russian air raids on anadan city and the devastation caused by bombing the city.
https://syrianarchive.org/database/11659,ALEPPO : Mouasalat,None,None,07/09/2016,Unlawful attacks,None,Casualties and several wounded after targeting al-mwaslat  neighborhood by the Regime forces with Land surface missile.
https://syrianarchive.org/database/4510,ALEPPO : Anadan,None,None,07/09/2016,Other,None,Devastation of the Great Mosque caused by aerial bombardment on Anadan city northern countryside of  Aleppo.
https://syrianarchive.org/database/20364,ALEPPO : Anadan,None,None,06/09/2016,Other,None,Damages caused by the regime aviation airstrikes on a mosque in Anadan city in the countryside of Aleppo.
https://syrianarchive.org/database/18848,None,None,None,06/09/2016,None,None,Civilians suffering from suffocation in Sukkari neighborhood after shelling with chlorine gas.
https://syrianarchive.org/database/23363,ALEPPO : Salah al-Din,None,None,06/09/2016,Other,None,The funeral of an activist &quot;Anas Shabouk&quot; who was killed by the Regime snipers in Aleppo.
https://syrianarchive.org/database/8550,ALEPPO : Anadan,None,None,06/09/2016,Alleged civilian casualties from Russian attacks,None,Destruction of the Grand Mosque in Anadan city by the Russian raids.
https://syrianarchive.org/database/6137,ALEPPO : Harithan,None,None,06/09/2016,Unlawful attacks,None,Destruction by aerial bombardment on Hraytan city by coalition aircraft.
https://syrianarchive.org/database/4892,ALEPPO : Anadan,None,None,06/09/2016,Alleged civilian casualties from Russian attacks,None,Russian warplanes destroyed with stereochemistry missile the Grand Mosque entirely in Anadan city.
https://syrianarchive.org/database/8304,ALEPPO : Sukkari,None,None,06/09/2016,Use of illegal weapons,None,100 cases of suffocation all of them are children caused by Russian aggression targeting Sukkari neighborhood in Aleppo.
https://syrianarchive.org/database/8305,ALEPPO : Sukkari,None,None,06/09/2016,Use of illegal weapons,None,"The Regime targeting Sukkari neighborhood with Chlorine gas internationally forbidden in Aleppo and more than 100 casualties, all of them are children."
https://syrianarchive.org/database/8549,ALEPPO : Hawwar,None,None,06/09/2016,Other,None,Destruction in Hor village as result of airstrikes.
https://syrianarchive.org/database/4894,ALEPPO : Anadan,None,None,06/09/2016,Other,None,Anadan city was targeted by stereochemistry missile and civilian casualties.
https://syrianarchive.org/database/26021,ALEPPO : Sukkari,None,None,06/09/2016,Use of illegal weapons,None,Children Suffocated after the Regime targeted Sukkari neighborhood in Aleppo with poison gas.
https://syrianarchive.org/database/23365,ALEPPO : Hawwar,None,None,06/09/2016,Alleged civilian casualties from Russian attacks,None,Casualties family have been killed by Russian aircraft Shelling on Hur village in the western countryside of Aleppo.
https://syrianarchive.org/database/4893,None,None,None,06/09/2016,None,None,Russian warplanes targeting Anadan city in the northern countryside of Aleppo.
https://syrianarchive.org/database/20356,ALEPPO,None,None,06/09/2016,Alleged civilian casualties from Russian attacks,None,Devastation by the Russian raids in Aleppo.
https://syrianarchive.org/database/2767,ALEPPO : Sukkari,None,None,06/09/2016,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Location of the chemical attack in Sukkari district in Aleppo
https://syrianarchive.org/database/8548,ALEPPO : Asia,None,None,06/09/2016,Use of illegal weapons,Barrel Bomb,launching explosive barrels to Asia area in the northern countryside of Aleppo.
https://syrianarchive.org/database/2766,ALEPPO : Sukkari,None,None,06/09/2016,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Witness testimony about the chemical gas attack
https://syrianarchive.org/database/2765,ALEPPO : Sukkari,None,None,06/09/2016,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Injured civilians as a result of the chemical gas attack in Sukkari district in Aleppo
https://syrianarchive.org/database/2764,ALEPPO : Sukkari,None,None,06/09/2016,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Injured civilians as a result of the barrel bomb attack which contains chemical gas
https://syrianarchive.org/database/2763,ALEPPO : Sukkari,None,None,06/09/2016,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Victims as a result of the chlorine gas attack
https://syrianarchive.org/database/2762,ALEPPO : Sukkari,None,None,06/09/2016,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",The location where the chlorine barrel bomb dropped . Testimonies from civilians about the chlorine gas attack.
https://syrianarchive.org/database/2761,ALEPPO : Sukkari,None,None,06/09/2016,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Victims including children as a result of the chlorine gas attack
https://syrianarchive.org/database/2760,ALEPPO : Sukkari,None,None,06/09/2016,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Remnants of chlorine barrel bombs which was dropped in Aleppo
https://syrianarchive.org/database/2759,ALEPPO : Sukkari,None,None,06/09/2016,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Victims as a result of the chemical attack
https://syrianarchive.org/database/23351,HOMS : Rastan,None,None,06/09/2016,Alleged civilian casualties from Russian attacks,None,Casualties one civilian and 11 others wounded by Russian shelling.
https://syrianarchive.org/database/14770,ALEPPO : Ameriyah,None,None,05/09/2016,Use of illegal weapons,None,The moment of launching barrel bombs on Alamerea neighborhood in Aleppo
https://syrianarchive.org/database/16624,ALEPPO : Sukkari,None,None,05/09/2016,Other,None,Shelling on Sukkari neighborhood wich caused damages and casualties
https://syrianarchive.org/database/5734,ALEPPO : Hayyan,None,None,05/09/2016,Other,None,Four air raids on Hayan town
https://syrianarchive.org/database/25995,ALEPPO : Sukkari,None,None,05/09/2016,Unlawful attacks,None,Casualties death of six people caused by al-Assad aviation raids in Aleppo Sukkari neighborhood
https://syrianarchive.org/database/16628,ALEPPO : Ansari,None,None,05/09/2016,Other,None,Devastation caused by airstrikes on al-Ansari neighborhood in Aleppo
https://syrianarchive.org/database/23344,IDLIB : Maret Numan,None,None,05/09/2016,Use of illegal weapons,Cluster Munition,One causality who works with Idlib local council as a result of the Russian airstrikes with cluster bombs
https://syrianarchive.org/database/7591,ALEPPO : Sukkari,None,None,05/09/2016,Other,None,Sukkari neighborhood: Civil defense can save a child from the rubble alive after being hit by a rocket targeted his house
https://syrianarchive.org/database/16630,ALEPPO : Sukkari,None,None,05/09/2016,Other,None,Damage caused by aerial bombardment on Sukkari neighborhood in Aleppo.
https://syrianarchive.org/database/14771,ALEPPO : Electricity association,None,None,05/09/2016,Unlawful attacks,None,Warplanes bombed electricity Association in the western countryside of Aleppo.
https://syrianarchive.org/database/14776,ALEPPO : Kafar Naha,None,None,05/09/2016,Other,None,Destruction in Kfernaha town caused by warplanes shelling on the western countryside of Aleppo.
https://syrianarchive.org/database/14772,ALEPPO : Kafar Naha,None,None,05/09/2016,Other,None,Warplanes shelling Kfernaha town in the western countryside of Aleppo.
https://syrianarchive.org/database/8546,ALEPPO : Kafr hamrah,None,None,05/09/2016,Other,None,Targeting Kafr Hamra city with stereochemistry rocket
https://syrianarchive.org/database/16617,ALEPPO : Kafar Aleppo,None,None,04/09/2016,Other,None,Damage caused by the Russian aerial bombardment that targeted Kafr Aleppo town in the western countryside of Aleppo.
https://syrianarchive.org/database/8543,ALEPPO : Mansoura,None,None,04/09/2016,Unlawful attacks,None,Destruction that is happening in Mansoura town as a result of the airstrikes.
https://syrianarchive.org/database/23332,ALEPPO : Ansari,None,None,04/09/2016,Alleged civilian casualties from Russian attacks,None,Casualties caused by Russian raid on Al Ansari Sharki neighborhood in Aleppo.
https://syrianarchive.org/database/16618,ALEPPO : Sukkari,None,None,04/09/2016,Other,None,Devastation caused by warplanes raids and shelling on Sukkari neighborhood in Aleppo.
https://syrianarchive.org/database/18822,ALEPPO,None,None,04/09/2016,Violation of children&#39;s rights,None,child was rescued from under rubbles as a result on an alleged Russian airstrike
https://syrianarchive.org/database/23339,ALEPPO : Kafar Aleppo,None,None,04/09/2016,Alleged civilian casualties from Russian attacks,None,Casualties one civilian and two others are wounded by Russian aerial bombardment on Kafr Aleppo town.
https://syrianarchive.org/database/11656,ALEPPO : Kafar Aleppo,None,None,04/09/2016,Other,None,Destruction in the town of Kafr Aleppo caused by targeting the town with stereochemistry rockets
https://syrianarchive.org/database/14765,ALEPPO : Kafar Naha,None,None,04/09/2016,Other,None,The devastation caused by bombing the knights Association in Kfernaha Aleppo countryside
https://syrianarchive.org/database/8541,ALEPPO : 1070 project,None,None,03/09/2016,Use of illegal weapons,Incendiary Weapons,Targeting the 1070 flat area with phosphorus bombs in Aleppo
https://syrianarchive.org/database/8540,ALEPPO : Ramousah,None,None,03/09/2016,Unlawful attacks,None,Targeting Ramouse area with Rocket launchers
https://syrianarchive.org/database/23338,IDLIB : Sarmin nahiyah,None,None,03/09/2016,Use of illegal weapons,Cluster Munition,One causality and others injured as a result of the Russian airstrikes with cluster bombs
https://syrianarchive.org/database/6136,ALEPPO : Harithan,None,None,02/09/2016,Other,None,Bombardments with explosive barrels on Hraytan city
https://syrianarchive.org/database/23320,IDLIB : Binnish,None,None,02/09/2016,Use of illegal weapons,"Cluster Munition, Incendiary Weapons",Injured civilians as a result of six Russian airstrikes with cluster bombs
https://syrianarchive.org/database/20333,ALEPPO : Harithan,None,None,02/09/2016,Other,None,Aleppo _ Hraytan destruction in the city&#39;s neighborhoods
https://syrianarchive.org/database/7589,ALEPPO : Bab Nayrab,None,None,01/09/2016,Unlawful attacks,Barrel Bomb,Bombing with explosive Barrels on Bab al-Nairab neighborhood and the arrival of the civil defense teams to the scene without any casualties.
https://syrianarchive.org/database/16602,ALEPPO : khan Touman,None,None,01/09/2016,Alleged civilian casualties from Russian attacks,None,The devastation caused by Russian aviation in Khan Tuman town southern countryside of Aleppo
https://syrianarchive.org/database/14746,ALEPPO : Mashhad,None,None,31/08/2016,Unlawful attacks,None,The destruction in Al-Mashhad neighborhood by the airstrikes - Aleppo
https://syrianarchive.org/database/20306,IDLIB : Tamana&#39;ah nahiyah,None,None,31/08/2016,Use of illegal weapons,Cluster Munition,Cluster bomb attack in Idlib
https://syrianarchive.org/database/20304,ALEPPO : Al atarib,None,None,31/08/2016,Unlawful attacks,None,a civil defence member testifies about bombing Al-Atareb town - Aleppo countryside
https://syrianarchive.org/database/6974,ALEPPO : Masaken Hanano,None,None,30/08/2016,Unlawful attacks,None,Targeting Hanano neighborhood with barrel bombs - Aleppo
https://syrianarchive.org/database/6778,ALEPPO : Al atarib,None,None,30/08/2016,Unlawful attacks,None,the destruction in Al-Atareb town by the airstrikes - Aleppo countryside
https://syrianarchive.org/database/23289,IDLIB : Jisr ash-Shughur,None,None,30/08/2016,Use of illegal weapons,Cluster Munition,Injured civilians as a result of the Russian airstrikes with cluster bombs
https://syrianarchive.org/database/14737,ALEPPO : Al atarib,None,None,30/08/2016,Use of illegal weapons,Cluster Munition,the destruction in Al-Atareb town after targeting it with cluster bombs - Aleppo countryside
https://syrianarchive.org/database/14738,ALEPPO : Al atarib,None,None,30/08/2016,Unlawful attacks,None,Targeting Al-Atareb town with the airstrikes - Aleppo countryside
https://syrianarchive.org/database/23294,ALEPPO : Al atarib,None,None,30/08/2016,Use of illegal weapons,Cluster Munition,Injured civilians as a result of the Russian airstrikes with cluster bombs and other rockets
https://syrianarchive.org/database/11653,ALEPPO : Al atarib,None,None,30/08/2016,Use of illegal weapons,Cluster Munition,Targeting Al-Atareb town with rockets and cluster bombs - Aleppo countryside
https://syrianarchive.org/database/16593,ALEPPO : Abbin Samaan,None,None,30/08/2016,Unlawful attacks,None,the destruction in Abin Samaan town by the airstrikes  - Aleppo western countryside
https://syrianarchive.org/database/16594,ALEPPO : Al atarib,None,None,30/08/2016,Alleged civilian casualties from Russian attacks,None,Targeting Al-Atareb sourounding area by Russian airstrikes - Aleppo countryside
https://syrianarchive.org/database/4505,ALEPPO : Harithan,None,None,30/08/2016,Use of illegal weapons,None,Targeting Hraytan town  with the barrel bombs - Aleppo countryside
https://syrianarchive.org/database/8537,ALEPPO : Al atarib,None,None,30/08/2016,Unlawful attacks,None,Targeting Al-Atareb way with the heavy airstrikes - Aleppo countryside
https://syrianarchive.org/database/4891,ALEPPO : Anadan,None,None,29/08/2016,Unlawful attacks,None,the destruction in Anadan town by the Russian airstrikes  - Aleppo  countryside
https://syrianarchive.org/database/6135,ALEPPO : Harithan,None,None,29/08/2016,Unlawful attacks,None,Targeting Harithan town with the airstrikes - Aleppo countryside
https://syrianarchive.org/database/14728,ALEPPO : Ansari,None,None,29/08/2016,"Sieges and economic, social and cultural rights",None,the civilians suffer from siege and bombing in Al-Ansari neighborhood - Aleppo
https://syrianarchive.org/database/6134,ALEPPO : Harithan,None,None,29/08/2016,Unlawful attacks,None,Targeting Hraytan town with the airstrikes - Aleppo countryside
